institute_name,school_email,school_type,school_responsible_person_name,school_responsible_person_role,school_name,school_phone,school_fax,school_levelofeducation,school_timetable,school_address,school_comune,course_code,course_name
COOPERATIVA SOCIALE A R.L. G.VERONESI - ROVERETO,segreteria@scuolaveronesi.it,Laico,OLIVIA OLIVO,Dirigente scolastico,SCUOLA SECONDARIA DI PRIMO GRADO VERONESI ROVERETO,0464/434047,0464/458179,SCUOLA SECONDARIA DI PRIMO GRADO,Diurno,VIA SAIBANTI,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
COOPERATIVA SOCIALE A R.L. G.VERONESI - ROVERETO,segreteria@scuolaveronesi.it,Laico,OLIVIA OLIVO,Dirigente scolastico,SCUOLA PRIMARIA VERONESI ROVERETO,0464/434047,0464/458179,SCUOLA PRIMARIA,Diurno,VIA SAIBANTI,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ISERA - ROVERETO,segr.ic.isera_rovereto@scuole.provincia.tn.it,Pubblico,SANTOLI GIUSEPPE,Dirigente scolastico,"SCUOLA PRIMARIA ""D. CHIESA"" ISERA",,,SCUOLA PRIMARIA,Diurno,PIAZZA D.CHIESA,ISERA,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ISERA - ROVERETO,segr.ic.isera_rovereto@scuole.provincia.tn.it,Pubblico,SANTOLI GIUSEPPE,Dirigente scolastico,"SCUOLA PRIMARIA ""F. FILZI"" ROVERETO",,,SCUOLA PRIMARIA,Diurno,VIA UNIONE,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ISERA - ROVERETO,segr.ic.isera_rovereto@scuole.provincia.tn.it,Pubblico,SANTOLI GIUSEPPE,Dirigente scolastico,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. DEGASPERI"" ROVERETO",,,SCUOLA SECONDARIA DI PRIMO GRADO,Diurno,VIALE VITTORIA,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
ISTITUTO COMPRENSIVO VOLANO - ROVERETO NORD,segr.ic.volanoroveretonord@scuole.provincia.tn.it,Pubblico,MARCHESONI GIOVANNA,Dirigente scolastico,"SCUOLA SECONDARIA DI PRIMO GRADO ""ALTA VALLAGARINA"" VOLANO",,,SCUOLA SECONDARIA DI PRIMO GRADO,Diurno,VIA N. TOMMASEO,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
ISTITUTO COMPRENSIVO VOLANO - ROVERETO NORD,segr.ic.volanoroveretonord@scuole.provincia.tn.it,Pubblico,MARCHESONI GIOVANNA,Dirigente scolastico,"SCUOLA PRIMARIA ""A. DE VALENTINI"" CALLIANO",,,SCUOLA PRIMARIA,Diurno,VIA G.GARIBALDI,CALLIANO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO VOLANO - ROVERETO NORD,segr.ic.volanoroveretonord@scuole.provincia.tn.it,Pubblico,MARCHESONI GIOVANNA,Dirigente scolastico,"SCUOLA PRIMARIA ""G. TOVAZZI"" VOLANO",,,SCUOLA PRIMARIA,Diurno,VIA STAZIONE,VOLANO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO VOLANO - ROVERETO NORD,segr.ic.volanoroveretonord@scuole.provincia.tn.it,Pubblico,MARCHESONI GIOVANNA,Dirigente scolastico,"SCUOLA PRIMARIA ""M. K. GANDHI"" ROVERETO",,,SCUOLA PRIMARIA,Diurno,VIA G. PUCCINI,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO VOLANO - ROVERETO NORD,segr.ic.volanoroveretonord@scuole.provincia.tn.it,Pubblico,MARCHESONI GIOVANNA,Dirigente scolastico,"SCUOLA PRIMARIA ""S. PELLICO"" BESENELLO",,,SCUOLA PRIMARIA,Diurno,VIA A. DEGASPERI,BESENELLO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO VOLANO - ROVERETO NORD,segr.ic.volanoroveretonord@scuole.provincia.tn.it,Pubblico,MARCHESONI GIOVANNA,Dirigente scolastico,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO",,,SCUOLA SECONDARIA DI PRIMO GRADO,Diurno,CORSO A.BETTINI,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
ISTITUTO COMPRENSIVO VOLANO - ROVERETO NORD,segr.ic.volanoroveretonord@scuole.provincia.tn.it,Pubblico,MARCHESONI GIOVANNA,Dirigente scolastico,"SCUOLA SECONDARIA DI PRIMO GRADO ""P. ORSI"" ROVERETO",,,SCUOLA SECONDARIA DI PRIMO GRADO,Diurno,VIA N. TOMMASEO,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
ISTITUTO COMPRENSIVO ROVERETO EST,segr.ic.roveretoest@scuole.provincia.tn.it,Pubblico,CHEMOTTI TIZIANA,Dirigente scolastico,"SCUOLA PRIMARIA ""D. CHIESA"" NORIGLIO ROVERETO",,,SCUOLA PRIMARIA,Diurno,VIA CHIESA SAN MARTINO,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO EST,segr.ic.roveretoest@scuole.provincia.tn.it,Pubblico,CHEMOTTI TIZIANA,Dirigente scolastico,"SCUOLA PRIMARIA ""N. VALDUGA"" TERRAGNOLO",,,SCUOLA PRIMARIA,Diurno,FRAZ. PIAZZA,TERRAGNOLO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO EST,segr.ic.roveretoest@scuole.provincia.tn.it,Pubblico,CHEMOTTI TIZIANA,Dirigente scolastico,SCUOLA PRIMARIA MOSCHERI TRAMBILENO,,,SCUOLA PRIMARIA,Diurno,FRAZIONE MOSCHERI,TRAMBILENO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO EST,segr.ic.roveretoest@scuole.provincia.tn.it,Pubblico,CHEMOTTI TIZIANA,Dirigente scolastico,"SCUOLA PRIMARIA ""F. CAVALLIN"" VALLARSA RAOSSI",,,SCUOLA PRIMARIA,Diurno,VIA ROMA,VALLARSA,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO EST,segr.ic.roveretoest@scuole.provincia.tn.it,Pubblico,CHEMOTTI TIZIANA,Dirigente scolastico,"SCUOLA ELEMENTARE ""BETTINI"" ROVERETO",,,SCUOLA PRIMARIA,Diurno,PIAZZALE DEFRANCESCO,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO EST,segr.ic.roveretoest@scuole.provincia.tn.it,Pubblico,CHEMOTTI TIZIANA,Dirigente scolastico,"SCUOLA ELEMENTARE ""D. CHIESA"" ROVERETO",,,SCUOLA PRIMARIA,Diurno,,,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO EST,segr.ic.roveretoest@scuole.provincia.tn.it,Pubblico,CHEMOTTI TIZIANA,Dirigente scolastico,"SCUOLA PRIMARIA ""REGINA ELENA"" ROVERETO",,,SCUOLA PRIMARIA,Diurno,VIA DANTE,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO EST,segr.ic.roveretoest@scuole.provincia.tn.it,Pubblico,CHEMOTTI TIZIANA,Dirigente scolastico,"SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" ROVERETO",,,SCUOLA SECONDARIA DI PRIMO GRADO,Diurno,CORSO A.ROSMINI,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
ISTITUTO COMPRENSIVO ROVERETO SUD,segr.ic.roveretosud@scuole.provincia.tn.it,Pubblico,LUCCA PATRIZIA,Dirigente scolastico,"SCUOLA PRIMARIA ""F. GUELLA"" LIZZANA",,,SCUOLA PRIMARIA,Diurno,VIA PIAVE,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO SUD,segr.ic.roveretosud@scuole.provincia.tn.it,Pubblico,LUCCA PATRIZIA,Dirigente scolastico,"SCUOLA PRIMARIA ""A. ROSMINI"" MARCO",,,SCUOLA PRIMARIA,Diurno,VIA 2 NOVEMBRE,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO SUD,segr.ic.roveretosud@scuole.provincia.tn.it,Pubblico,LUCCA PATRIZIA,Dirigente scolastico,"SCUOLA PRIMARIA ""D. ALIGHIERI"" ROVERETO",,,SCUOLA PRIMARIA,Diurno,VIA BENACENSE,ROVERETO,3000,SCUOLA PRIMARIA
ISTITUTO COMPRENSIVO ROVERETO SUD,segr.ic.roveretosud@scuole.provincia.tn.it,Pubblico,LUCCA PATRIZIA,Dirigente scolastico,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. HALBHERR"" ROVERETO",,,SCUOLA SECONDARIA DI PRIMO GRADO,Diurno,CORSO VERONA,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO,dameinglesi@arcivescoviletrento.it,Religioso,AGOSTINI LAMBERTO,Dirigente scolastico,LICEO INTERNAZIONALE ARCIVESCOVILE DAME INGLESI - ROVERETO,,,LICEO LINGUISTICO,Diurno,CORSO BETTINI  ,ROVERETO,3010,LINGUISTICO PARITARIO
COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO,dameinglesi@arcivescoviletrento.it,Religioso,AGOSTINI LAMBERTO,Dirigente scolastico,LICEO LINGUISTICO ARCIVESCOVILE DAME INGLESI - ROVERETO,,,LICEO LINGUISTICO,Diurno,CORSO BETTINI  ,ROVERETO,3093,LICEO LINGUISTICO
COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO,dameinglesi@arcivescoviletrento.it,Religioso,AGOSTINI LAMBERTO,Dirigente scolastico,SCUOLA PRIMARIA ARCIVESCOVILE DAME INGLESI ROVERETO,0464/406000,0464/406077,SCUOLA PRIMARIA,Diurno,CORSO A. BETTINI,ROVERETO,3000,SCUOLA PRIMARIA
COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO,dameinglesi@arcivescoviletrento.it,Religioso,AGOSTINI LAMBERTO,Dirigente scolastico,SCUOLA SECONDARIA DI PRIMO GRADO ARCIVESCOVILE DAME INGLESI ROVERETO,,,SCUOLA SECONDARIA DI PRIMO GRADO,Diurno,CORSO A. BETTINI,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,0464/485511,0464/485550,PRIMO CICLO - EDUCAZIONE ADULTI,Serale,VIA BALISTA,ROVERETO,3000,SCUOLA PRIMARIA
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,0464/485511,0464/485550,PRIMO CICLO - EDUCAZIONE ADULTI,Serale,VIA BALISTA,ROVERETO,3001,SCUOLA SECONDARIA DI PRIMO GRADO
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,,,ISTITUTO TECNICO COMMERCIALE ,Diurno,VIA BALISTA,ROVERETO,3087,BIENNIO SETTORE ECONOMICO
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,,,ISTITUTO TECNICO COMMERCIALE ,Diurno,VIA BALISTA,ROVERETO,3120,TURISMO
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,3096,BIENNIO PROFESSIONALE SERVIZI SOCIO SANITARI
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,3128,SERVIZI SOCIO - SANITARI
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Serale,VIA BALISTA,ROVERETO,3087,BIENNIO SETTORE ECONOMICO
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Serale,VIA BALISTA,ROVERETO,3120,TURISMO
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,3096,BIENNIO PROFESSIONALE SERVIZI SOCIO SANITARI
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,3128,SERVIZI SOCIO - SANITARI
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,1911,MONOENNIO OPERATORE DELLA GESTIONE AZIENDALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,1933,MONOENNIO OPERATORE DEI SERVIZI SOCIALI
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,1937,MONOENNIO OPERATORE DELL'IMPRESA TURISTICA
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,2105,BIENNIO ECONOMICO AZIENDALE E TURISTICO
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,2114,BIENNIO SERVIZI SOCIALI
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,1874,TECNICO DELLA GESTIONE AZIENDALE - LINGUA STRANIERA
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,1875,TECNICO DEI SERVIZI TURISTICI
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,1877,TECNICO DEI SERVIZI SOCIALI
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Diurno,VIA BALISTA,ROVERETO,1991,TECNICO GESTIONE AZIENDALE INFORMATICA
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,2064,BIENNIO ECONOMICO AZIENDALE E TURISTICO SERALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,2065,MONOENNIO OPERATORE GESTIONE AZIENDALE-SERALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,2066,MONOENNIO OPERATORE IMPRESA TURISTICA SERALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,2078,BIENNIO SERVIZI SOCIALI SERALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,2079,MONOENNIO SERVIZI SOCIALI SERALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,1926,TECNICO DELLA GESTIONE AZIENDALE INFORMATICA SERALE
